Sku,"Global Unique Id",Price,"Regular Price","Sale Price","Stock Status",Stock,"External Product URL","Total Sales","Attribute Name (pa_700-watt)","Attribute Value (pa_700-watt)","Attribute In Variations (pa_700-watt)","Attribute Is Visible (pa_700-watt)","Attribute Is Taxonomy (pa_700-watt)","Attribute Name (pa_btu)","Attribute Value (pa_btu)","Attribute In Variations (pa_btu)","Attribute Is Visible (pa_btu)","Attribute Is Taxonomy (pa_btu)","Attribute Name (pa_hvac-attribute)","Attribute Value (pa_hvac-attribute)","Attribute In Variations (pa_hvac-attribute)","Attribute Is Visible (pa_hvac-attribute)","Attribute Is Taxonomy (pa_hvac-attribute)","Attribute Name (pa_hvac-component)","Attribute Value (pa_hvac-component)","Attribute In Variations (pa_hvac-component)","Attribute Is Visible (pa_hvac-component)","Attribute Is Taxonomy (pa_hvac-component)","Attribute Name (pa_refrigerant)","Attribute Value (pa_refrigerant)","Attribute In Variations (pa_refrigerant)","Attribute Is Visible (pa_refrigerant)","Attribute Is Taxonomy (pa_refrigerant)","Attribute Name (pa_technology)","Attribute Value (pa_technology)","Attribute In Variations (pa_technology)","Attribute Is Visible (pa_technology)","Attribute Is Taxonomy (pa_technology)","Attribute Name (pa_voltage)","Attribute Value (pa_voltage)","Attribute In Variations (pa_voltage)","Attribute Is Visible (pa_voltage)","Attribute Is Taxonomy (pa_voltage)","Attribute Name (pa_wattage)","Attribute Value (pa_wattage)","Attribute In Variations (pa_wattage)","Attribute Is Visible (pa_wattage)","Attribute Is Taxonomy (pa_wattage)","Product Type","Shipping Class","Product Visibility","Image URL","Image Filename","Image Path","Image ID","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured"
,,4966.25,4966.25,,instock,,,0,">700 WATT",,no,no,no,BTU,47K,no,yes,yes,"HVAC Attribute",Condenser,no,yes,yes,"HVAC Component",Condenser,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/Midea-48K-and-60K.jpg|https://jan-garay.com/wp-content/uploads/2025/04/Midea-U-Match-48K-and-60K.png,Midea-48K-and-60K.jpg|Midea-U-Match-48K-and-60K.png,/srv/htdocs/wp-content/uploads/2025/04/Midea-48K-and-60K.jpg|/srv/htdocs/wp-content/uploads/2025/04/Midea-U-Match-48K-and-60K.png,4686|4329,"Midea-48K-and-60K|Midea U-Match 48K and 60K",|,|,"Midea 6 Zone 24 SEER2 47K BTU R454B Condenser|Midea 6 Zone 24 SEER2 47K BTU R454B Condenser",https://jan-garay.com/wp-content/uploads/2025/04/Midea-48K-and-60K.jpg
,,5194.63,5194.63,,instock,,,1,">700 WATT",,no,no,no,BTU,60K,no,yes,yes,"HVAC Attribute",Condenser,no,yes,yes,"HVAC Component",Condenser,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/Midea-48K-and-60K.jpg,Midea-48K-and-60K.jpg,/srv/htdocs/wp-content/uploads/2025/04/Midea-48K-and-60K.jpg,4686,Midea-48K-and-60K,,,"Midea 6 Zone 24 SEER2 47K BTU R454B Condenser",https://jan-garay.com/wp-content/uploads/2025/04/Midea-48K-and-60K.jpg
,,464.00,464.00,,outofstock,,,0,">700 WATT",,no,no,no,BTU,6K,no,yes,yes,"HVAC Attribute","Wall Mounted",no,yes,yes,"HVAC Component",Evaporator,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.53.png|https://jan-garay.com/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.32.png|https://jan-garay.com/wp-content/uploads/2025/04/Midea-All-Easy-Pro.png,Screenshot-2025-04-02-at-11.54.53.png|Screenshot-2025-04-02-at-11.54.32.png|Midea-All-Easy-Pro.png,/srv/htdocs/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.53.png|/srv/htdocs/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.32.png|/srv/htdocs/wp-content/uploads/2025/04/Midea-All-Easy-Pro.png,4336|4335|4334,"Screenshot 2025-04-02 at 11.54.53|Screenshot 2025-04-02 at 11.54.32|Midea All Easy Pro",||,||,"Midea All Easy Pro Wall-Mounted 6K BTU Indoor|Midea All Easy Pro Wall-Mounted 6K BTU Indoor|Midea All Easy Pro Wall-Mounted 6K BTU Indoor",https://jan-garay.com/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.53.png
,,478.50,478.50,,outofstock,,,0,">700 WATT",,no,no,no,BTU,9K,no,yes,yes,"HVAC Attribute","Wall Mounted",no,yes,yes,"HVAC Component",Evaporator,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.53.png|https://jan-garay.com/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.32.png|https://jan-garay.com/wp-content/uploads/2025/04/Midea-All-Easy-Pro.png,Screenshot-2025-04-02-at-11.54.53.png|Screenshot-2025-04-02-at-11.54.32.png|Midea-All-Easy-Pro.png,/srv/htdocs/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.53.png|/srv/htdocs/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.32.png|/srv/htdocs/wp-content/uploads/2025/04/Midea-All-Easy-Pro.png,4336|4335|4334,"Screenshot 2025-04-02 at 11.54.53|Screenshot 2025-04-02 at 11.54.32|Midea All Easy Pro",||,||,"Midea All Easy Pro Wall-Mounted 6K BTU Indoor|Midea All Easy Pro Wall-Mounted 6K BTU Indoor|Midea All Easy Pro Wall-Mounted 6K BTU Indoor",https://jan-garay.com/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.53.png
,,500.25,500.25,,instock,,,1,">700 WATT",,no,no,no,BTU,12K,no,yes,yes,"HVAC Attribute","Wall Mounted",no,yes,yes,"HVAC Component",Evaporator,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.53.png|https://jan-garay.com/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.32.png|https://jan-garay.com/wp-content/uploads/2025/04/Midea-All-Easy-Pro.png,Screenshot-2025-04-02-at-11.54.53.png|Screenshot-2025-04-02-at-11.54.32.png|Midea-All-Easy-Pro.png,/srv/htdocs/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.53.png|/srv/htdocs/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.32.png|/srv/htdocs/wp-content/uploads/2025/04/Midea-All-Easy-Pro.png,4336|4335|4334,"Screenshot 2025-04-02 at 11.54.53|Screenshot 2025-04-02 at 11.54.32|Midea All Easy Pro",||,||,"Midea All Easy Pro Wall-Mounted 6K BTU Indoor|Midea All Easy Pro Wall-Mounted 6K BTU Indoor|Midea All Easy Pro Wall-Mounted 6K BTU Indoor",https://jan-garay.com/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.53.png
,,641.63,641.63,,instock,,,0,">700 WATT",,no,no,no,BTU,18K,no,yes,yes,"HVAC Attribute","Wall Mounted",no,yes,yes,"HVAC Component",Evaporator,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.53.png|https://jan-garay.com/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.32.png|https://jan-garay.com/wp-content/uploads/2025/04/Midea-All-Easy-Pro.png,Screenshot-2025-04-02-at-11.54.53.png|Screenshot-2025-04-02-at-11.54.32.png|Midea-All-Easy-Pro.png,/srv/htdocs/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.53.png|/srv/htdocs/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.32.png|/srv/htdocs/wp-content/uploads/2025/04/Midea-All-Easy-Pro.png,4336|4335|4334,"Screenshot 2025-04-02 at 11.54.53|Screenshot 2025-04-02 at 11.54.32|Midea All Easy Pro",||,||,"Midea All Easy Pro Wall-Mounted 6K BTU Indoor|Midea All Easy Pro Wall-Mounted 6K BTU Indoor|Midea All Easy Pro Wall-Mounted 6K BTU Indoor",https://jan-garay.com/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.53.png
,,797.50,797.50,,instock,,,0,">700 WATT",,no,no,no,BTU,24K,no,yes,yes,"HVAC Attribute","Wall Mounted",no,yes,yes,"HVAC Component",Evaporator,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.53.png|https://jan-garay.com/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.32.png|https://jan-garay.com/wp-content/uploads/2025/04/Midea-All-Easy-Pro.png,Screenshot-2025-04-02-at-11.54.53.png|Screenshot-2025-04-02-at-11.54.32.png|Midea-All-Easy-Pro.png,/srv/htdocs/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.53.png|/srv/htdocs/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.32.png|/srv/htdocs/wp-content/uploads/2025/04/Midea-All-Easy-Pro.png,4336|4335|4334,"Screenshot 2025-04-02 at 11.54.53|Screenshot 2025-04-02 at 11.54.32|Midea All Easy Pro",||,||,"Midea All Easy Pro Wall-Mounted 6K BTU Indoor|Midea All Easy Pro Wall-Mounted 6K BTU Indoor|Midea All Easy Pro Wall-Mounted 6K BTU Indoor",https://jan-garay.com/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.53.png
,,899.00,899.00,,outofstock,,,0,">700 WATT",,no,no,no,BTU,30K,no,yes,yes,"HVAC Attribute","Wall Mounted",no,yes,yes,"HVAC Component",Evaporator,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.53.png|https://jan-garay.com/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.32.png|https://jan-garay.com/wp-content/uploads/2025/04/Midea-All-Easy-Pro.png,Screenshot-2025-04-02-at-11.54.53.png|Screenshot-2025-04-02-at-11.54.32.png|Midea-All-Easy-Pro.png,/srv/htdocs/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.53.png|/srv/htdocs/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.32.png|/srv/htdocs/wp-content/uploads/2025/04/Midea-All-Easy-Pro.png,4336|4335|4334,"Screenshot 2025-04-02 at 11.54.53|Screenshot 2025-04-02 at 11.54.32|Midea All Easy Pro",||,||,"Midea All Easy Pro Wall-Mounted 6K BTU Indoor|Midea All Easy Pro Wall-Mounted 6K BTU Indoor|Midea All Easy Pro Wall-Mounted 6K BTU Indoor",https://jan-garay.com/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.53.png
,,993.25,993.25,,outofstock,,,0,">700 WATT",,no,no,no,BTU,36K,no,yes,yes,"HVAC Attribute","Wall Mounted",no,yes,yes,"HVAC Component",Evaporator,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.53.png|https://jan-garay.com/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.32.png|https://jan-garay.com/wp-content/uploads/2025/04/Midea-All-Easy-Pro.png,Screenshot-2025-04-02-at-11.54.53.png|Screenshot-2025-04-02-at-11.54.32.png|Midea-All-Easy-Pro.png,/srv/htdocs/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.53.png|/srv/htdocs/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.32.png|/srv/htdocs/wp-content/uploads/2025/04/Midea-All-Easy-Pro.png,4336|4335|4334,"Screenshot 2025-04-02 at 11.54.53|Screenshot 2025-04-02 at 11.54.32|Midea All Easy Pro",||,||,"Midea All Easy Pro Wall-Mounted 6K BTU Indoor|Midea All Easy Pro Wall-Mounted 6K BTU Indoor|Midea All Easy Pro Wall-Mounted 6K BTU Indoor",https://jan-garay.com/wp-content/uploads/2025/04/Screenshot-2025-04-02-at-11.54.53.png
,,779.38,779.38,,outofstock,,,0,">700 WATT",,no,no,no,BTU,9K,no,yes,yes,"HVAC Attribute","4-Way Cassette",no,yes,yes,"HVAC Component",Evaporator,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/midea-4-way-cassette.jpg|https://jan-garay.com/wp-content/uploads/2025/04/Midea-4-way-cassette.png|https://jan-garay.com/wp-content/uploads/2025/04/Midea-4-way-cassette-2.png,midea-4-way-cassette.jpg|Midea-4-way-cassette.png|Midea-4-way-cassette-2.png,/srv/htdocs/wp-content/uploads/2025/04/midea-4-way-cassette.jpg|/srv/htdocs/wp-content/uploads/2025/04/Midea-4-way-cassette.png|/srv/htdocs/wp-content/uploads/2025/04/Midea-4-way-cassette-2.png,4685|4344|4345,"midea-4-way-cassette|Midea 4-way cassette|Midea-4-way-cassette-2",||,||,"Midea 4-Way Cassette 9K BTU|Midea 4-Way Cassette 9K BTU|Midea 4-Way Cassette 9K BTU",https://jan-garay.com/wp-content/uploads/2025/04/midea-4-way-cassette.jpg
,,822.88,822.88,,outofstock,,,0,">700 WATT",,no,no,no,BTU,12K,no,yes,yes,"HVAC Attribute","4-Way Cassette",no,yes,yes,"HVAC Component",Evaporator,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/midea-4-way-cassette.jpg|https://jan-garay.com/wp-content/uploads/2025/04/Midea-4-way-cassette.png,midea-4-way-cassette.jpg|Midea-4-way-cassette.png,/srv/htdocs/wp-content/uploads/2025/04/midea-4-way-cassette.jpg|/srv/htdocs/wp-content/uploads/2025/04/Midea-4-way-cassette.png,4685|4344,"midea-4-way-cassette|Midea 4-way cassette",|,|,"Midea 4-Way Cassette 9K BTU|Midea 4-Way Cassette 9K BTU",https://jan-garay.com/wp-content/uploads/2025/04/midea-4-way-cassette.jpg
,,862.75,862.75,,instock,,,0,">700 WATT",,no,no,no,BTU,18K,no,yes,yes,"HVAC Attribute","4-Way Cassette",no,yes,yes,"HVAC Component",Evaporator,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/midea-4-way-cassette.jpg|https://jan-garay.com/wp-content/uploads/2025/04/Midea-4-way-cassette.png,midea-4-way-cassette.jpg|Midea-4-way-cassette.png,/srv/htdocs/wp-content/uploads/2025/04/midea-4-way-cassette.jpg|/srv/htdocs/wp-content/uploads/2025/04/Midea-4-way-cassette.png,4685|4344,"midea-4-way-cassette|Midea 4-way cassette",|,|,"Midea 4-Way Cassette 9K BTU|Midea 4-Way Cassette 9K BTU",https://jan-garay.com/wp-content/uploads/2025/04/midea-4-way-cassette.jpg
,,989.63,989.63,,instock,,,0,">700 WATT",,no,no,no,BTU,24K,no,yes,yes,"HVAC Attribute","4-Way Cassette",no,yes,yes,"HVAC Component",Evaporator,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/midea-4-way-cassette.jpg|https://jan-garay.com/wp-content/uploads/2025/04/Midea-4-way-cassette.png,midea-4-way-cassette.jpg|Midea-4-way-cassette.png,/srv/htdocs/wp-content/uploads/2025/04/midea-4-way-cassette.jpg|/srv/htdocs/wp-content/uploads/2025/04/Midea-4-way-cassette.png,4685|4344,"midea-4-way-cassette|Midea 4-way cassette",|,|,"Midea 4-Way Cassette 9K BTU|Midea 4-Way Cassette 9K BTU",https://jan-garay.com/wp-content/uploads/2025/04/midea-4-way-cassette.jpg
,,143.59,143.59,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/Midea-4-way-cassette-2.png|https://jan-garay.com/wp-content/uploads/2025/04/Midea-4-way-cassette.png,Midea-4-way-cassette-2.png|Midea-4-way-cassette.png,/srv/htdocs/wp-content/uploads/2025/04/Midea-4-way-cassette-2.png|/srv/htdocs/wp-content/uploads/2025/04/Midea-4-way-cassette.png,4345|4344,"Midea-4-way-cassette-2|Midea 4-way cassette",|,|,"Midea 4-Way Cassette 9K BTU|Midea 4-Way Cassette 9K BTU",https://jan-garay.com/wp-content/uploads/2025/04/Midea-4-way-cassette-2.png
,,203.12,203.12,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/Midea-4-way-cassette-2.png|https://jan-garay.com/wp-content/uploads/2025/04/Midea-4-way-cassette.png,Midea-4-way-cassette-2.png|Midea-4-way-cassette.png,/srv/htdocs/wp-content/uploads/2025/04/Midea-4-way-cassette-2.png|/srv/htdocs/wp-content/uploads/2025/04/Midea-4-way-cassette.png,4345|4344,"Midea-4-way-cassette-2|Midea 4-way cassette",|,|,"Midea 4-Way Cassette 9K BTU|Midea 4-Way Cassette 9K BTU",https://jan-garay.com/wp-content/uploads/2025/04/Midea-4-way-cassette-2.png
,,1272.38,1272.38,,instock,,,0,">700 WATT",,no,no,no,BTU,6.5K,no,yes,yes,"HVAC Attribute","1-Way Cassette",no,yes,yes,"HVAC Component",Evaporator,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/Midea-1-Way-Cassette.jpg|https://jan-garay.com/wp-content/uploads/2025/04/Midea-1-Way-Cassette-2.png|https://jan-garay.com/wp-content/uploads/2025/04/Midea-1-Way-Cassette-3.png|https://jan-garay.com/wp-content/uploads/2025/04/Midea-1-Way-Cassette-4.png,Midea-1-Way-Cassette.jpg|Midea-1-Way-Cassette-2.png|Midea-1-Way-Cassette-3.png|Midea-1-Way-Cassette-4.png,/srv/htdocs/wp-content/uploads/2025/04/Midea-1-Way-Cassette.jpg|/srv/htdocs/wp-content/uploads/2025/04/Midea-1-Way-Cassette-2.png|/srv/htdocs/wp-content/uploads/2025/04/Midea-1-Way-Cassette-3.png|/srv/htdocs/wp-content/uploads/2025/04/Midea-1-Way-Cassette-4.png,4691|4352|4353|4354,"Midea-1-Way-Cassette|Midea 1- Way Cassette-2|Midea 1- Way Cassette-3|Midea 1- Way Cassette-4",|||,|||,"Midea 1- Way Cassette|Midea 1- Way Cassette|Midea 1- Way Cassette|Midea 1- Way Cassette",https://jan-garay.com/wp-content/uploads/2025/04/Midea-1-Way-Cassette.jpg
,,1312.25,1312.25,,instock,,,0,">700 WATT",,no,no,no,BTU,9K,no,yes,yes,"HVAC Attribute","1-Way Cassette",no,yes,yes,"HVAC Component",Evaporator,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/Midea-1-Way-Cassette.jpg|https://jan-garay.com/wp-content/uploads/2025/04/Midea-1-Way-Cassette-2.png|https://jan-garay.com/wp-content/uploads/2025/04/Midea-1-Way-Cassette-3.png,Midea-1-Way-Cassette.jpg|Midea-1-Way-Cassette-2.png|Midea-1-Way-Cassette-3.png,/srv/htdocs/wp-content/uploads/2025/04/Midea-1-Way-Cassette.jpg|/srv/htdocs/wp-content/uploads/2025/04/Midea-1-Way-Cassette-2.png|/srv/htdocs/wp-content/uploads/2025/04/Midea-1-Way-Cassette-3.png,4691|4352|4353,"Midea-1-Way-Cassette|Midea 1- Way Cassette-2|Midea 1- Way Cassette-3",||,||,"Midea 1- Way Cassette|Midea 1- Way Cassette|Midea 1- Way Cassette",https://jan-garay.com/wp-content/uploads/2025/04/Midea-1-Way-Cassette.jpg
,,1355.75,1355.75,,instock,,,0,">700 WATT",,no,no,no,BTU,12K,no,yes,yes,"HVAC Attribute","1-Way Cassette",no,yes,yes,"HVAC Component",Condenser,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/Midea-1-Way-Cassette.jpg|https://jan-garay.com/wp-content/uploads/2025/04/Midea-1-Way-Cassette-2.png|https://jan-garay.com/wp-content/uploads/2025/04/Midea-1-Way-Cassette-3.png,Midea-1-Way-Cassette.jpg|Midea-1-Way-Cassette-2.png|Midea-1-Way-Cassette-3.png,/srv/htdocs/wp-content/uploads/2025/04/Midea-1-Way-Cassette.jpg|/srv/htdocs/wp-content/uploads/2025/04/Midea-1-Way-Cassette-2.png|/srv/htdocs/wp-content/uploads/2025/04/Midea-1-Way-Cassette-3.png,4691|4352|4353,"Midea-1-Way-Cassette|Midea 1- Way Cassette-2|Midea 1- Way Cassette-3",||,||,"Midea 1- Way Cassette|Midea 1- Way Cassette|Midea 1- Way Cassette",https://jan-garay.com/wp-content/uploads/2025/04/Midea-1-Way-Cassette.jpg
,,1395.63,1395.63,,instock,,,0,">700 WATT",,no,no,no,BTU,18K,no,yes,yes,"HVAC Attribute","1-Way Cassette",no,yes,yes,"HVAC Component",Evaporator,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/Midea-1-Way-Cassette.jpg|https://jan-garay.com/wp-content/uploads/2025/04/Midea-1-Way-Cassette-2.png|https://jan-garay.com/wp-content/uploads/2025/04/Midea-1-Way-Cassette-3.png,Midea-1-Way-Cassette.jpg|Midea-1-Way-Cassette-2.png|Midea-1-Way-Cassette-3.png,/srv/htdocs/wp-content/uploads/2025/04/Midea-1-Way-Cassette.jpg|/srv/htdocs/wp-content/uploads/2025/04/Midea-1-Way-Cassette-2.png|/srv/htdocs/wp-content/uploads/2025/04/Midea-1-Way-Cassette-3.png,4691|4352|4353,"Midea-1-Way-Cassette|Midea 1- Way Cassette-2|Midea 1- Way Cassette-3",||,||,"Midea 1- Way Cassette|Midea 1- Way Cassette|Midea 1- Way Cassette",https://jan-garay.com/wp-content/uploads/2025/04/Midea-1-Way-Cassette.jpg
,,891.75,891.75,,outofstock,,,0,">700 WATT",,no,no,no,BTU,6.5K,no,yes,yes,"HVAC Attribute","Slim Duct",no,yes,yes,"HVAC Component",Evaporator,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/Midea-slim-duct-low.jpg|https://jan-garay.com/wp-content/uploads/2025/04/Midea-120N-Thermostat.png,Midea-slim-duct-low.jpg|Midea-120N-Thermostat.png,/srv/htdocs/wp-content/uploads/2025/04/Midea-slim-duct-low.jpg|/srv/htdocs/wp-content/uploads/2025/04/Midea-120N-Thermostat.png,4690|4364,"Midea-slim-duct-low|Midea 120N Thermostat",|,|,"Midea slim duct low static|Midea 120N Thermostat",https://jan-garay.com/wp-content/uploads/2025/04/Midea-slim-duct-low.jpg
,,924.38,924.38,,instock,,,0,">700 WATT",,no,no,no,BTU,9K,no,yes,yes,"HVAC Attribute","Slim Duct",no,yes,yes,"HVAC Component",Evaporator,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/Midea-slim-duct-low.jpg|https://jan-garay.com/wp-content/uploads/2025/04/Midea-120N-Thermostat.png,Midea-slim-duct-low.jpg|Midea-120N-Thermostat.png,/srv/htdocs/wp-content/uploads/2025/04/Midea-slim-duct-low.jpg|/srv/htdocs/wp-content/uploads/2025/04/Midea-120N-Thermostat.png,4690|4364,"Midea-slim-duct-low|Midea 120N Thermostat",|,|,"Midea slim duct low static|Midea 120N Thermostat",https://jan-garay.com/wp-content/uploads/2025/04/Midea-slim-duct-low.jpg
,,964.25,964.25,,outofstock,,,2,">700 WATT",,no,no,no,BTU,12K,no,yes,yes,"HVAC Attribute","Slim Duct",no,yes,yes,"HVAC Component",Evaporator,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/Midea-slim-duct-low.jpg|https://jan-garay.com/wp-content/uploads/2025/04/Midea-120N-Thermostat.png,Midea-slim-duct-low.jpg|Midea-120N-Thermostat.png,/srv/htdocs/wp-content/uploads/2025/04/Midea-slim-duct-low.jpg|/srv/htdocs/wp-content/uploads/2025/04/Midea-120N-Thermostat.png,4690|4364,"Midea-slim-duct-low|Midea 120N Thermostat",|,|,"Midea slim duct low static|Midea 120N Thermostat",https://jan-garay.com/wp-content/uploads/2025/04/Midea-slim-duct-low.jpg
